GeneID	Symbol	EnsemblGeneID
407043	MIR7-1	ENSG00000284179
80010	RMI1	ENSG00000178966
101927575	LOC101927575	ENSG00000227463
64078	SLC28A3	ENSG00000197506
105376116	SLC28A3-AS1	ENSG00000233262
4915	NTRK2	ENSG00000148053
105376121	LOC105376121	ENSG00000285634
23287	AGTPBP1	ENSG00000135049
60560	NAA35	ENSG00000135040
51280	GOLM1	ENSG00000135052
389766	C9orf153	ENSG00000187753
81689	ISCA1	ENSG00000135070
79670	TUT7	ENSG00000083223
105376124	LINC02834	ENSG00000285686
2619	GAS1	ENSG00000180447
100506834	GAS1RR	ENSG00000226237
440173	LINC02893	ENSG00000269994
401535	LINC02872	ENSG00000204446
1612	DAPK1	ENSG00000196730
100506897	DAPK1-IT1	ENSG00000236709
1514	CTSL	ENSG00000135047
392360	CTSL3P	ENSG00000290757
107987091	LOC107987091	ENSG00000290883
286234	SPATA31E1	ENSG00000177992
441452	SPATA31C1	ENSG00000230246
23552	CDK20	ENSG00000156345
102724156	LINC03026	ENSG00000287750
645961	SPATA31C2	ENSG00000177910
10927	SPIN1	ENSG00000106723
158046	NXNL2	ENSG00000130045
286238	LINC02843	ENSG00000228189
100423015	MIR4289	ENSG00000265873
1903	S1PR3	ENSG00000213694
53358	SHC3	ENSG00000148082
1164	CKS2	ENSG00000123975
100422936	MIR3153	ENSG00000265112
79048	SECISBP2	ENSG00000187742
10507	SEMA4D	ENSG00000187764
10912	GADD45G	ENSG00000130222
100129066	LINC03062	ENSG00000237372
107987032	LOC107987032	ENSG00000236507
286370	MIR4290HG	ENSG00000227555
100422963	MIR4290	ENSG00000263967
101927873	LINC01508	ENSG00000231107
340515	LINC01501	ENSG00000229613
54769	DIRAS2	ENSG00000165023
6850	SYK	ENSG00000165025
100507103	LINC02937	ENSG00000237422
105376144	LINC02957	ENSG00000260454
100129347	LINC00484	ENSG00000229694
549	AUH	ENSG00000148090
4783	NFIL3	ENSG00000165030
100500821	MIR3910-1	ENSG00000266855
100500902	MIR3910-2	ENSG00000283351
4920	ROR2	ENSG00000169071
10558	SPTLC1	ENSG00000090054
138652	PRSS47P	ENSG00000276717
3376	IARS1	ENSG00000196305
100500918	MIR3651	ENSG00000281156
100124534	SNORA84	ENSG00000239183
55035	NOL8	ENSG00000198000
401541	CENPP	ENSG00000188312
4969	OGN	ENSG00000106809
4958	OMD	ENSG00000127083
54829	ASPN	ENSG00000106819
1842	ECM2	ENSG00000106823
100616351	MIR4670	ENSG00000264158
64768	IPPK	ENSG00000127080
23299	BICD2	ENSG00000185963
101929748	LOC101929748	ENSG00000288062
138649	ANKRD19P	ENSG00000291168
83744	ZNF484	ENSG00000127081
89846	FGD3	ENSG00000127084
203328	SUSD3	ENSG00000157303
101927993	LOC101927993	ENSG00000223446
84270	CARD19	ENSG00000165233
4814	NINJ1	ENSG00000131669
65268	WNK2	ENSG00000165238
158293	FAM120AOS	ENSG00000188938
23196	FAM120A	ENSG00000048828
5253	PHF2	ENSG00000197724
100847045	MIR548AU	ENSG00000283146
100422927	MIR4291	ENSG00000265347
56033	BARX1	ENSG00000131668
101928040	BARX1-DT	ENSG00000235601
138639	PTPDC1	ENSG00000158079
406881	MIRLET7A1	ENSG00000199165
406888	MIRLET7F1	ENSG00000199072
158257	LINC02603	ENSG00000230262
406886	MIRLET7D	ENSG00000199133
169841	ZNF169	ENSG00000175787
54754	NUTM2F	ENSG00000130950
84641	MFSD14B	ENSG00000148110
8789	FBP2	ENSG00000130957
2203	FBP1	ENSG00000165140
84909	AOPEP	ENSG00000148120
100313780	MIR2278	ENSG00000252153
102466518	MIR6081	ENSG00000274115
407011	MIR23B	ENSG00000207563
407019	MIR27B	ENSG00000207864
100422842	MIR3074	ENSG00000207617
407012	MIR24-1	ENSG00000284459
2176	FANCC	ENSG00000158169
105376156	LOC105376156	ENSG00000158169
5727	PTCH1	ENSG00000185920
100128782	ERCC6L2-AS1	ENSG00000175611
375748	ERCC6L2	ENSG00000182150
100188953	LINC00092	ENSG00000225194
105376159	LOC105376159	ENSG00000225194
158434	LOC158434	ENSG00000275465
112268039	LOC112268039	ENSG00000287187
3293	HSD17B3	ENSG00000130948
105376162	HSD17B3-AS1	ENSG00000232283
11046	SLC35D2	ENSG00000130958
195828	ZNF367	ENSG00000165244
22927	HABP4	ENSG00000130956
8555	CDC14B	ENSG00000081377
195827	PRXL2C	ENSG00000158122
22869	ZNF510	ENSG00000081386
158431	ZNF782	ENSG00000196597
84278	MFSD14CP	ENSG00000290770
441457	NUTM2G	ENSG00000188152
1515	CTSV	ENSG00000136943
340508	GAS2L1P2	ENSG00000228376
57653	SUGT1P4-STRA6LP-CCDC180	ENSG00000255036
100499484	SUGT1P4-STRA6LP	ENSG00000254876
100499483	CCDC180	ENSG00000197816
100302223	MIR1302-8	ENSG00000221269
23424	TDRD7	ENSG00000196116
7111	TMOD1	ENSG00000136842
158427	TSTD2	ENSG00000136925
4686	NCBP1	ENSG00000136937
7507	XPA	ENSG00000136936
101928337	PTCSC2	ENSG00000236130
2304	FOXE1	ENSG00000178919
51531	TRMO	ENSG00000136932
55363	HEMGN	ENSG00000136929
10541	ANP32B	ENSG00000136938
54187	NANS	ENSG00000095380
9830	TRIM14	ENSG00000106785
7464	CORO2A	ENSG00000106789
55357	TBC1D2	ENSG00000095383
102465514	MIR6854	ENSG00000278412
9568	GABBR2	ENSG00000136928
203286	ANKS6	ENSG00000165138
79695	GALNT12	ENSG00000119514
102724684	LOC102724684	ENSG00000267026
1306	COL15A1	ENSG00000204291
7046	TGFBR1	ENSG00000106799
85365	ALG2	ENSG00000119523
10952	SEC61B	ENSG00000106803
100996569	NAMA	ENSG00000271086
101928438	LOC101928438	ENSG00000237461
8013	NR4A3	ENSG00000119508
55014	STX17	ENSG00000136874
23071	ERP44	ENSG00000023318
27130	INVS	ENSG00000119509
54881	TEX10	ENSG00000136891
91283	MSANTD3	ENSG00000066697
8577	TMEFF1	ENSG00000241697
347273	CAVIN4	ENSG00000170681
54886	PLPPR1	ENSG00000148123
570	BAAT	ENSG00000136881
54534	MRPL50	ENSG00000136897
7743	ZNF189	ENSG00000136870
229	ALDOB	ENSG00000136872
101928470	TMEM246-AS1	ENSG00000225376
84302	PGAP4	ENSG00000165152
56254	RNF20	ENSG00000155827
116443	GRIN3A	ENSG00000198785
5535	PPP3R2	ENSG00000188386
414319	LINC00587	ENSG00000204250
1539	CYLC2	ENSG00000155833
101928496	LINC01492	ENSG00000225564
101928523	LOC101928523	ENSG00000285483
101928550	SMC2-DT	ENSG00000270332
10592	SMC2	ENSG00000136824
138805	OR13F1	ENSG00000186881
138804	OR13C4	ENSG00000148136
138803	OR13C3	ENSG00000204246
138802	OR13C8	ENSG00000186943
138799	OR13C5	ENSG00000277556
392376	OR13C2	ENSG00000276119
286362	OR13C9	ENSG00000136839
286365	OR13D1	ENSG00000179055
25934	NIPSNAP3A	ENSG00000136783
55335	NIPSNAP3B	ENSG00000165028
19	ABCA1	ENSG00000165029
107987106	CT70	ENSG00000230013
23446	SLC44A1	ENSG00000070214
83856	FSD1L	ENSG00000106701
26134	RALGAPA1P1	ENSG00000229419
105376199	FKTN-AS1	ENSG00000228317
2218	FKTN	ENSG00000106692
6887	TAL2	ENSG00000186051
55151	TMEM38B	ENSG00000095209
107987108	LOC107987108	ENSG00000234323
102465995	MIR8081	ENSG00000277889
100996590	LINC01505	ENSG00000234323
58499	ZNF462	ENSG00000148143
340512	LOC340512	ENSG00000230782
5887	RAD23B	ENSG00000119318
9314	KLF4	ENSG00000136826
10880	ACTL7B	ENSG00000148156
10881	ACTL7A	ENSG00000187003
8518	ELP1	ENSG00000070061
54942	ABITRAM	ENSG00000119328
8727	CTNNAL1	ENSG00000119326
23731	TMEM245	ENSG00000106771
407036	MIR32	ENSG00000207698
23732	FRRS1L	ENSG00000260230
54566	EPB41L4B	ENSG00000095203
5774	PTPN3	ENSG00000070159
100500898	MIR3927	ENSG00000263861
445815	PALM2AKAP2	ENSG00000157654
107987013	LOC107987013	ENSG00000232939
401546	C9orf152	ENSG00000188959
7295	TXN	ENSG00000136810
255220	TXNDC8	ENSG00000204193
79987	SVEP1	ENSG00000165124
4593	MUSK	ENSG00000030304
1902	LPAR1	ENSG00000198121
105376219	LOC105376219	ENSG00000227531
102465800	MIR7702	ENSG00000274263
26248	OR2K2	ENSG00000171133
23392	ECPAS	ENSG00000136813
158399	ZNF483	ENSG00000173258
22949	PTGR1	ENSG00000106853
652972	LRRC37A5P	ENSG00000290837
552891	DNAJC25-GNG10	ENSG00000244115
548645	DNAJC25	ENSG00000059769
2790	GNG10	ENSG00000242616
158401	SHOC1	ENSG00000165181
7357	UGCG	ENSG00000148154
100616114	MIR4668	ENSG00000266315
64420	SUSD1	ENSG00000106868
9991	PTBP3	ENSG00000119314
84263	HSDL2	ENSG00000119471
158405	KIAA1958	ENSG00000165185
58493	INIP	ENSG00000148153
401548	SNX30	ENSG00000148158
57864	SLC46A2	ENSG00000119457
169834	ZNF883	ENSG00000291094
7539	ZFP37	ENSG00000136866
100128385	FAM225B	ENSG00000225684
286333	FAM225A	ENSG00000231528
1318	SLC31A2	ENSG00000136867
23307	FKBP15	ENSG00000119321
1317	SLC31A1	ENSG00000136868
246184	CDC26	ENSG00000176386
9128	PRPF4	ENSG00000136875
138065	RNF183	ENSG00000165188
114987	WDR31	ENSG00000148225
54836	BSPRY	ENSG00000119411
81932	HDHD3	ENSG00000119431
210	ALAD	ENSG00000148218
54107	POLE3	ENSG00000148229
257169	C9orf43	ENSG00000157653
5998	RGS3	ENSG00000138835
114991	ZNF618	ENSG00000157657
259	AMBP	ENSG00000106927
113220	KIF12	ENSG00000136883
85301	COL27A1	ENSG00000196739
619556	MIR455	ENSG00000207726
5004	ORM1	ENSG00000229314
5005	ORM2	ENSG00000228278
80709	AKNA	ENSG00000106948
25861	WHRN	ENSG00000095397
9550	ATP6V1G1	ENSG00000136888
203197	TMEM268	ENSG00000157693
105376230	TEX53	ENSG00000230054
100505478	TEX48	ENSG00000230601
9966	TNFSF15	ENSG00000181634
944	TNFSF8	ENSG00000106952
3371	TNC	ENSG00000041982
101928748	LOC101928748	ENSG00000236461
50514	DELEC1	ENSG00000173077
58483	LINC00474	ENSG00000204148
5069	PAPPA	ENSG00000182752
493913	PAPPA-AS1	ENSG00000256040
23245	ASTN2	ENSG00000148219
100128505	ASTN2-AS1	ENSG00000229105
107987014	LOC107987014	ENSG00000230894
22954	TRIM32	ENSG00000119401
100124538	SNORA70C	ENSG00000207268
101928797	LOC101928797	ENSG00000233569
7099	TLR4	ENSG00000136869
105376244	LOC105376244	ENSG00000284977
102724929	LOC102724929	ENSG00000225050
107987035	LOC107987035	ENSG00000231166
1620	BRINP1	ENSG00000078725
106146149	LINC01613	ENSG00000261432
406939	MIR147A	ENSG00000207814
55755	CDK5RAP2	ENSG00000136861
1955	MEGF9	ENSG00000106780
26190	FBXW2	ENSG00000119402
100288842	B3GALT9	ENSG00000214654
5711	PSMD5	ENSG00000095261
253039	CUTALP	ENSG00000226752
26147	PHF19	ENSG00000119403
7185	TRAF1	ENSG00000056558
727	C5	ENSG00000106804
11064	CNTRL	ENSG00000119397
51552	RAB14	ENSG00000119396
2934	GSN	ENSG00000148180
57000	GSN-AS1	ENSG00000235865
2040	STOM	ENSG00000148175
2681	GGTA1	ENSG00000204136
153090	DAB2IP	ENSG00000136848
158135	TTLL11	ENSG00000175764
100616312	MIR4478	ENSG00000266583
4702	NDUFA8	ENSG00000119421
254956	MORN5	ENSG00000185681
26468	LHX6	ENSG00000106852
92400	RBM18	ENSG00000119446
92399	MRRF	ENSG00000148187
5742	PTGS1	ENSG00000095303
26740	OR1J2	ENSG00000197233
347168	OR1J1	ENSG00000136834
26219	OR1J4	ENSG00000239590
138883	OR1N1	ENSG00000171505
138881	OR1L8	ENSG00000171496
138882	OR1N2	ENSG00000171501
347169	OR1B1	ENSG00000280094
158131	OR1Q1	ENSG00000165202
26737	OR1L1	ENSG00000173679
26735	OR1L3	ENSG00000171481
254973	OR1L4	ENSG00000136939
392390	OR1L6	ENSG00000171459
392391	OR5C1	ENSG00000148215
392392	OR1K1	ENSG00000165204
5082	PDCL	ENSG00000136940
54542	RC3H2	ENSG00000056586
692206	SNORD90	ENSG00000212447
10773	ZBTB6	ENSG00000186130
57684	ZBTB26	ENSG00000171448
23637	RABGAP1	ENSG00000011454
105379839	LOC105379839	ENSG00000286718
2844	GPR21	ENSG00000188394
55342	STRBP	ENSG00000165209
81571	MIR600HG	ENSG00000236901
693185	MIR600	ENSG00000283941
286204	CRB2	ENSG00000148204
57706	DENND1A	ENSG00000119522
693186	MIR601	ENSG00000207991
102465688	MIR7150	ENSG00000274932
100505588	LHX2-AS1	ENSG00000236668
9355	LHX2	ENSG00000106689
10783	NEK6	ENSG00000119408
613206	LOC613206	ENSG00000235204
5695	PSMB7	ENSG00000136930
347088	ADGRD2	ENSG00000180264
2516	NR5A1	ENSG00000136931
2649	NR6A1	ENSG00000148200
100379345	MIR181A2HG	ENSG00000224020
406954	MIR181A2	ENSG00000207595
406956	MIR181B2	ENSG00000207737
169611	OLFML2A	ENSG00000185585
401551	WDR38	ENSG00000136918
11224	RPL35	ENSG00000136942
81873	ARPC5L	ENSG00000136950
2800	GOLGA1	ENSG00000136935
286205	SCAI	ENSG00000173611
5537	PPP6C	ENSG00000119414
10244	RABEPK	ENSG00000136933
3309	HSPA5	ENSG00000044574
26130	GAPVD1	ENSG00000165219
79109	MAPKAP1	ENSG00000119487
5090	PBX3	ENSG00000167081
101929116	LOC101929116	ENSG00000288537
89853	MVB12B	ENSG00000196814
4010	LMX1B	ENSG00000136944
23099	ZBTB43	ENSG00000169155
403341	ZBTB34	ENSG00000177125
9649	RALGPS1	ENSG00000136828
23452	ANGPTL2	ENSG00000136859
84253	GARNL3	ENSG00000136895
29988	SLC2A8	ENSG00000136856
7633	ZNF79	ENSG00000196152
6136	RPL12	ENSG00000197958
26783	SNORA65	ENSG00000201302
90678	LRSAM1	ENSG00000148356
64855	NIBAN2	ENSG00000136830
6812	STXBP1	ENSG00000136854
100500872	MIR3911	ENSG00000283874
138428	PTRH1	ENSG00000187024
286207	CFAP157	ENSG00000160401
158248	TTC16	ENSG00000167094
27433	TOR2A	ENSG00000160404
10044	SH2D3C	ENSG00000095370
100616250	MIR3960	ENSG00000283863
100422910	MIR2861	ENSG00000284547
1025	CDK9	ENSG00000136807
2356	FPGS	ENSG00000136877
2022	ENG	ENSG00000106991
102723566	LOC102723566	ENSG00000225032
203	AK1	ENSG00000106992
100616429	MIR4672	ENSG00000263979
30815	ST6GALNAC6	ENSG00000160408
27090	ST6GALNAC4	ENSG00000136840
138429	PIP5KL1	ENSG00000167103
8818	DPM2	ENSG00000136908
399665	EEIG1	ENSG00000167106
203245	NAIF1	ENSG00000171169
114789	SLC25A25	ENSG00000148339
80142	PTGES2	ENSG00000148334
389791	PTGES2-AS1	ENSG00000232850
3934	LCN2	ENSG00000148346
79095	BBLN	ENSG00000171159
25792	CIZ1	ENSG00000148337
1759	DNM1	ENSG00000106976
406978	MIR199B	ENSG00000207581
100422893	MIR3154	ENSG00000264823
2801	GOLGA2	ENSG00000167110
375757	SWI5	ENSG00000175854
26995	TRUB2	ENSG00000167112
51117	COQ4	ENSG00000167113
10999	SLC27A4	ENSG00000167114
81605	URM1	ENSG00000167118
407003	MIR219A2	ENSG00000284185
100616335	MIR219B	ENSG00000283335
51148	CERCAM	ENSG00000167123
4957	ODF2	ENSG00000136811
2733	GLE1	ENSG00000119392
6709	SPTAN1	ENSG00000197694
89891	DYNC2I2	ENSG00000119333
6418	SET	ENSG00000119335
29941	PKN3	ENSG00000160447
84885	ZDHHC12	ENSG00000160446
100506100	ZDHHC12-DT	ENSG00000223478
10444	ZER1	ENSG00000160445
54662	TBC1D13	ENSG00000107021
2021	ENDOG	ENSG00000167136
51490	SPOUT1	ENSG00000198917
883	KYAT1	ENSG00000171097
56262	LRRC8A	ENSG00000136802
254295	PHYHD1	ENSG00000175287
22845	DOLK	ENSG00000175283
23511	NUP188	ENSG00000095319
56904	SH3GLB2	ENSG00000148341
84895	MIGA2	ENSG00000148343
57171	DOLPP1	ENSG00000167130
1384	CRAT	ENSG00000095321
5524	PTPA	ENSG00000119383
389792	IER5L	ENSG00000188483
100506119	LINC01503	ENSG00000233901
105376291	LOC105376291	ENSG00000226355
28989	NTMT1	ENSG00000148335
375759	C9orf50	ENSG00000179058
140459	ASB6	ENSG00000148331
51450	PRRX2	ENSG00000167157
101929437	PRRX2-AS1	ENSG00000236024
9536	PTGES	ENSG00000148344
27348	TOR1B	ENSG00000136816
1861	TOR1A	ENSG00000136827
51759	C9orf78	ENSG00000136819
10868	USP20	ENSG00000136878
102466750	MIR6855	ENSG00000276124
23048	FNBP1	ENSG00000187239
57720	GPR107	ENSG00000148358
401554	GPRACR	ENSG00000196979
23413	NCS1	ENSG00000107130
256158	HMCN2	ENSG00000148357
445	ASS1	ENSG00000130707
8939	FUBP3	ENSG00000107164
102465515	MIR6856	ENSG00000277713
59335	PRDM12	ENSG00000130711
23404	EXOSC2	ENSG00000130713
25	ABL1	ENSG00000097007
347148	QRFP	ENSG00000188710
84929	FIBCD1	ENSG00000130720
10319	LAMC3	ENSG00000050555
83543	AIF1L	ENSG00000126878
8021	NUP214	ENSG00000126883
286336	FAM78A	ENSG00000126882
84814	PLPP7	ENSG00000160539
84726	PRRC2B	ENSG00000288701
26786	SNORD62A	ENSG00000235284
692093	SNORD62B	ENSG00000231587
10585	POMT1	ENSG00000130714
83549	UCK1	ENSG00000130717
642515	PRRT1B	ENSG00000283526
2889	RAPGEF1	ENSG00000107263
9442	MED27	ENSG00000160563
84628	NTNG2	ENSG00000196358
23064	SETX	ENSG00000107290
7270	TTF1	ENSG00000125482
389799	CFAP77	ENSG00000188523
56751	BARHL1	ENSG00000125492
64794	DDX31	ENSG00000125485
9329	GTF3C4	ENSG00000125484
158067	AK8	ENSG00000165695
11092	SPACA9	ENSG00000165698
7248	TSC1	ENSG00000165699
8328	GFI1B	ENSG00000165702
100846992	MIR548AW	ENSG00000263816
105376306	LOC105376306	ENSG00000288989
9328	GTF3C5	ENSG00000148308
102465528	MIR6877	ENSG00000273932
1056	CEL	ENSG00000170835
1057	CELP	ENSG00000170827
5900	RALGDS	ENSG00000160271
26301	GBGT1	ENSG00000148288
29989	OBP2B	ENSG00000171102
28	ABO	ENSG00000175164
6838	SURF6	ENSG00000148296
6837	MED22	ENSG00000148297
6130	RPL7A	ENSG00000148303
26820	SNORD24	ENSG00000206611
26814	SNORD36B	ENSG00000200831
26815	SNORD36A	ENSG00000199744
26813	SNORD36C	ENSG00000252542
6834	SURF1	ENSG00000148290
6835	SURF2	ENSG00000148291
6836	SURF4	ENSG00000148248
169436	STKLD1	ENSG00000198870
57109	REXO4	ENSG00000148300
11093	ADAMTS13	ENSG00000160323
11094	CACFD1	ENSG00000160325
11182	SLC2A6	ENSG00000160326
389827	MYMK	ENSG00000187616
9719	ADAMTSL2	ENSG00000197859
642968	FAM163B	ENSG00000196990
1621	DBH	ENSG00000123454
138948	DBH-AS1	ENSG00000225756
1757	SARDH	ENSG00000123453
7410	VAV2	ENSG00000160293
266655	BRD3OS	ENSG00000235106
8019	BRD3	ENSG00000169925
100130548	LOC100130548	ENSG00000235138
11091	WDR5	ENSG00000196363
100151684	RNU6ATAC	ENSG00000221676
105376310	LINC02247	ENSG00000223729
6256	RXRA	ENSG00000186350
100616236	MIR4669	ENSG00000263897
1289	COL5A1	ENSG00000130635
100616333	MIR3689C	ENSG00000264744
100500846	MIR3689A	ENSG00000265872
100616131	MIR3689D1	ENSG00000265848
100500906	MIR3689B	ENSG00000264163
100616344	MIR3689D2	ENSG00000264136
100616460	MIR3689E	ENSG00000266827
100616212	MIR3689F	ENSG00000266514
2220	FCN2	ENSG00000160339
2219	FCN1	ENSG00000085265
105376314	LOC105376314	ENSG00000236403
10439	OLFM1	ENSG00000130558
157927	LINC02907	ENSG00000178243
100506599	PPP1R26-AS1	ENSG00000225361
9858	PPP1R26	ENSG00000196422
138162	PIERCE1	ENSG00000160345
51116	MRPS2	ENSG00000122140
101928525	LOC101928525	ENSG00000226706
3933	LCN1	ENSG00000160349
29991	OBP2A	ENSG00000122136
5047	PAEP	ENSG00000122133
100130954	LINC01502	ENSG00000237339
102723971	LOC102723971	ENSG00000236543
360203	GLT6D1	ENSG00000204007
392399	LCN9	ENSG00000148386
402381	SOHLH1	ENSG00000165643
57582	KCNT1	ENSG00000107147
157922	CAMSAP1	ENSG00000130559
10422	UBAC1	ENSG00000130560
138151	NACC2	ENSG00000148411
90120	TMEM250	ENSG00000238227
8022	LHX3	ENSG00000107187
169714	QSOX2	ENSG00000165661
399693	CCDC187	ENSG00000260220
26102	DKFZP434A062	ENSG00000262075
26086	GPSM1	ENSG00000160360
728489	DNLZ	ENSG00000213221
64170	CARD9	ENSG00000187796
6621	SNAPC4	ENSG00000165684
10807	ENTR1	ENSG00000165689
23203	PMPCA	ENSG00000165688
56623	INPP5E	ENSG00000148384
9919	SEC16A	ENSG00000148396
158055	C9orf163	ENSG00000196366
4851	NOTCH1	ENSG00000148400
100616242	MIR4673	ENSG00000263403
100616301	MIR4674	ENSG00000265181
401561	LINC01451	ENSG00000279141
101928612	HSPC324	ENSG00000228401
51162	EGFL7	ENSG00000172889
406913	MIR126	ENSG00000199161
10555	AGPAT2	ENSG00000169692
138311	DIPK1B	ENSG00000165716
84973	SNHG7	ENSG00000233016
677824	SNORA17B	ENSG00000280496
677804	SNORA17A	ENSG00000274998
414332	LCN10	ENSG00000187922
158062	LCN6	ENSG00000267206
102465431	MIR6722	ENSG00000278756
138307	LCN8	ENSG00000204001
389812	LCN15	ENSG00000177984
85014	TMEM141	ENSG00000244187
84960	CCDC183	ENSG00000213213
100131193	CCDC183-AS1	ENSG00000228544
55684	RABL6	ENSG00000196642
100422860	MIR4292	ENSG00000265806
389813	AJM1	ENSG00000232434
29085	PHPT1	ENSG00000054148
158056	MAMDC4	ENSG00000177943
8721	EDF1	ENSG00000107223
7186	TRAF2	ENSG00000127191
100616480	MIR4479	ENSG00000266507
54461	FBXW5	ENSG00000159069
733	C8G	ENSG00000176919
286256	LCN12	ENSG00000184925
5730	PTGDS	ENSG00000107317
401562	LCNL1	ENSG00000214402
286257	PAXX	ENSG00000148362
9022	CLIC3	ENSG00000169583
20	ABCA2	ENSG00000107331
401563	LINC02908	ENSG00000180539
2529	FUT7	ENSG00000180549
56654	NPDC1	ENSG00000107281
954	ENTPD2	ENSG00000054179
89958	SAPCD2	ENSG00000186193
91373	UAP1L1	ENSG00000197355
100289341	MAN1B1-DT	ENSG00000268996
11253	MAN1B1	ENSG00000177239
29952	DPP7	ENSG00000176978
2902	GRIN1	ENSG00000176884
389816	LRRC26	ENSG00000184709
100500811	MIR3621	ENSG00000263697
100505993	TMEM210	ENSG00000185863
29882	ANAPC2	ENSG00000176248
8636	SSNA1	ENSG00000176101
286262	TPRN	ENSG00000176058
94107	TMEM203	ENSG00000187713
27158	NDOR1	ENSG00000188566
727800	RNF208	ENSG00000212864
375791	CYSRT1	ENSG00000197191
643596	RNF224	ENSG00000233198
142680	SLC34A3	ENSG00000198569
10383	TUBB4B	ENSG00000188229
401565	FAM166A	ENSG00000188163
100129722	STPG3-AS1	ENSG00000275549
441476	STPG3	ENSG00000197768
25920	NELFB	ENSG00000188986
54863	TOR4A	ENSG00000198113
441478	NRARP	ENSG00000198435
54932	EXD3	ENSG00000187609
10811	NOXA1	ENSG00000188747
377841	ENTPD8	ENSG00000188833
26012	NSMF	ENSG00000165802
102466223	MIR7114	ENSG00000284317
375775	PNPLA7	ENSG00000130653
64975	MRPL41	ENSG00000182154
92715	DPH7	ENSG00000148399
116225	ZMYND19	ENSG00000165724
92714	ARRDC1	ENSG00000197070
85026	ARRDC1-AS1	ENSG00000203993
79813	EHMT1	ENSG00000181090
651337	LOC651337	ENSG00000255585
693187	MIR602	ENSG00000207693
100133077	LOC100133077	ENSG00000203987
774	CACNA1B	ENSG00000148408
101928932	LOC101928932	ENSG00000237419
347688	TUBB8	ENSG00000261456
10771	ZMYND11	ENSG00000015171
22982	DIP2C	ENSG00000151240
101930421	LOC101930421	ENSG00000225140
100847086	MIR5699	ENSG00000263511
23185	LARP4B	ENSG00000107929
101927762	LARP4B-DT	ENSG00000229869
23560	GTPBP4	ENSG00000107937
91734	IDI2	ENSG00000148377
55853	IDI2-AS1	ENSG00000232656
3422	IDI1	ENSG00000067064
22884	WDR37	ENSG00000047056
399706	LINC00200	ENSG00000229205
105	ADARB2	ENSG00000185736
642394	ADARB2-AS1	ENSG00000205696
102465944	MIR6072	ENSG00000278069
105376348	LINC02662	ENSG00000231326
5214	PFKP	ENSG00000067057
10531	PITRM1	ENSG00000107959
100507034	PITRM1-AS1	ENSG00000237399
105376354	LINC02668	ENSG00000226762
101927880	LINC02669	ENSG00000233321
1316	KLF6	ENSG00000067082
105376365	LINC02639	ENSG00000230573
101927904	LINC02660	ENSG00000226005
102464829	MIR6078	ENSG00000274809
100507059	LINC00703	ENSG00000224382
100216001	MANCR	ENSG00000231298
338588	LINC00705	ENSG00000225269
83592	AKR1E2	ENSG00000165568
1645	AKR1C1	ENSG00000187134
1646	AKR1C2	ENSG00000151632
8644	AKR1C3	ENSG00000196139
340811	AKR1C8	ENSG00000264006
1109	AKR1C4	ENSG00000198610
110806285	LINC02561	ENSG00000224034
114131	UCN3	ENSG00000178473
79861	TUBAL3	ENSG00000178462
10276	NET1	ENSG00000173848
51806	CALML5	ENSG00000178372
810	CALML3	ENSG00000178363
105376380	LOC105376380	ENSG00000287566
105376381	LOC105376381	ENSG00000287235
105376382	LASTR	ENSG00000242147
102723629	LINC02677	ENSG00000242147
79754	ASB13	ENSG00000196372
54906	TASOR2	ENSG00000108021
2665	GDI2	ENSG00000057608
54522	ANKRD16	ENSG00000134461
84893	FBH1	ENSG00000134452
3601	IL15RA	ENSG00000134470
3559	IL2RA	ENSG00000134460
84991	RBM17	ENSG00000134453
5209	PFKFB3	ENSG00000170525
100422989	MIR3155A	ENSG00000263628
100628560	MIR3155B	ENSG00000283634
399715	LINC02649	ENSG00000215244
5588	PRKCQ	ENSG00000065675
439949	PRKCQ-AS1	ENSG00000237943
100652997	LINC00706	ENSG00000281186
100507127	LINC00707	ENSG00000238266
105376386	LINC02665	ENSG00000223581
57713	SFMBT2	ENSG00000198879
80760	ITIH5	ENSG00000123243
3698	ITIH2	ENSG00000151655
22944	KIN	ENSG00000151657
509	ATP5F1C	ENSG00000165629
83860	TAF3	ENSG00000165632
2625	GATA3	ENSG00000107485
399717	GATA3-AS1	ENSG00000197308
100507143	LINC00708	ENSG00000232170
105755953	LINC02676	ENSG00000234752
101928298	LINC02670	ENSG00000224788
10659	CELF2	ENSG00000048740
207107	SFTA1P	ENSG00000225383
254312	LINC00710	ENSG00000229240
439950	CELF2-AS2	ENSG00000237986
9712	USP6NL	ENSG00000148429
107984208	USP6NL-AS1	ENSG00000271360
79746	ECHDC3	ENSG00000134463
254427	PROSER2	ENSG00000148426
219731	PROSER2-AS1	ENSG00000225778
26019	UPF2	ENSG00000151461
55526	DHTKD1	ENSG00000181192
55176	SEC61A2	ENSG00000065665
100616488	MIR548AK	ENSG00000265653
11164	NUDT5	ENSG00000165609
8872	CDC123	ENSG00000151465
57118	CAMK1D	ENSG00000183049
100616151	MIR4480	ENSG00000263584
100616320	MIR4481	ENSG00000283699
100313841	MIR548Q	ENSG00000221331
83643	CCDC3	ENSG00000151468
10133	OPTN	ENSG00000123240
55388	MCM10	ENSG00000065328
221044	UCMA	ENSG00000165623
5264	PHYH	ENSG00000107537
